Local time,Open,High,Low,Close,Volume
03.01.2016 23:00:00.000 GMT+0900,177.077,177.077,177.077,177.077,0.0
04.01.2016 03:00:00.000 GMT+0900,177.077,177.077,177.077,177.077,0.0
04.01.2016 07:00:00.000 GMT+0900,177.087,177.366,176.614,176.651,19518.4
04.01.2016 11:00:00.000 GMT+0900,176.648,176.672,175.801,175.919,30088.46
04.01.2016 15:00:00.000 GMT+0900,175.918,176.07,174.969,175.73,39325.37
04.01.2016 19:00:00.000 GMT+0900,175.73,176.301,175.362,175.74,36765.36
04.01.2016 23:00:00.000 GMT+0900,175.74,175.782,174.979,175.491,40141.27
05.01.2016 03:00:00.000 GMT+0900,175.49,175.916,175.461,175.722,20719.47
05.01.2016 07:00:00.000 GMT+0900,175.722,176.083,175.312,176.05,22845.52
05.01.2016 11:00:00.000 GMT+0900,176.063,176.162,175.627,175.785,21835.1
05.01.2016 15:00:00.000 GMT+0900,175.783,176.009,174.725,174.75,41028.2
05.01.2016 19:00:00.000 GMT+0900,174.75,174.902,174.285,174.9,41176.72
05.01.2016 23:00:00.000 GMT+0900,174.899,175.114,174.085,174.457,45920.39
06.01.2016 03:00:00.000 GMT+0900,174.456,174.756,174.3,174.708,21099.28
06.01.2016 07:00:00.000 GMT+0900,174.708,174.917,173.69,173.897,31762.31
06.01.2016 11:00:00.000 GMT+0900,173.896,174.256,173.611,174.034,36433.17
06.01.2016 15:00:00.000 GMT+0900,174.036,174.081,173.288,173.538,42924.35
06.01.2016 19:00:00.000 GMT+0900,173.538,173.829,173.104,173.821,45060.25
06.01.2016 23:00:00.000 GMT+0900,173.821,173.821,173.15,173.415,42970.7
07.01.2016 03:00:00.000 GMT+0900,173.415,173.562,173.113,173.297,28649.62
07.01.2016 07:00:00.000 GMT+0900,173.303,173.756,172.195,172.467,31053.78
07.01.2016 11:00:00.000 GMT+0900,172.475,172.964,172.404,172.684,36105.39
07.01.2016 15:00:00.000 GMT+0900,172.684,172.778,171.131,171.34,56513.54
07.01.2016 19:00:00.000 GMT+0900,171.349,171.612,170.757,171.61,48755.47
07.01.2016 23:00:00.000 GMT+0900,171.61,172.466,171.542,172.071,54330.95
08.01.2016 03:00:00.000 GMT+0900,172.071,172.179,171.618,171.988,30362.75
08.01.2016 07:00:00.000 GMT+0900,171.983,173.367,171.714,172.958,38528.28
08.01.2016 11:00:00.000 GMT+0900,172.955,173.286,172.744,172.891,32122.29
08.01.2016 15:00:00.000 GMT+0900,172.887,173.229,172.679,172.94,38352.51
08.01.2016 19:00:00.000 GMT+0900,172.938,173.015,172.25,172.29,42348.93
08.01.2016 23:00:00.000 GMT+0900,172.294,172.399,170.482,171.011,59599.45
09.01.2016 03:00:00.000 GMT+0900,171.011,171.161,170.158,170.185,25221.09
09.01.2016 07:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
09.01.2016 11:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
09.01.2016 15:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
09.01.2016 19:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
09.01.2016 23:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
10.01.2016 03:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
10.01.2016 07:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
10.01.2016 11:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
10.01.2016 15:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
10.01.2016 19:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
10.01.2016 23:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
11.01.2016 03:00:00.000 GMT+0900,170.185,170.185,170.185,170.185,0.0
11.01.2016 07:00:00.000 GMT+0900,170.233,170.587,169.308,170.259,36890.45
11.01.2016 11:00:00.000 GMT+0900,170.255,170.632,170.091,170.477,27652.85
11.01.2016 15:00:00.000 GMT+0900,170.477,171.918,170.116,171.645,46466.96
11.01.2016 19:00:00.000 GMT+0900,171.645,172.278,171.068,171.979,42187.83
11.01.2016 23:00:00.000 GMT+0900,171.977,172.096,170.458,170.893,53744.94
12.01.2016 03:00:00.000 GMT+0900,170.895,171.414,170.478,171.216,27778.43
12.01.2016 07:00:00.000 GMT+0900,171.206,171.69,170.889,171.213,31897.9
12.01.2016 11:00:00.000 GMT+0900,171.221,171.237,170.507,170.731,31680.67
12.01.2016 15:00:00.000 GMT+0900,170.731,171.123,170.186,170.573,44474.63
12.01.2016 19:00:00.000 GMT+0900,170.572,170.678,169.618,169.938,45513.41
12.01.2016 23:00:00.000 GMT+0900,169.935,170.041,169.165,169.798,57797.02
13.01.2016 03:00:00.000 GMT+0900,169.802,170.098,169.379,169.933,31583.71
13.01.2016 07:00:00.000 GMT+0900,169.927,170.966,169.786,170.763,30914.74
13.01.2016 11:00:00.000 GMT+0900,170.762,171.278,170.71,171.016,28952.7
13.01.2016 15:00:00.000 GMT+0900,171.02,171.288,170.455,171.059,44829.3
13.01.2016 19:00:00.000 GMT+0900,171.059,171.124,169.818,170.363,42180.71
13.01.2016 23:00:00.000 GMT+0900,170.362,171.031,170.205,170.694,53332.01
14.01.2016 03:00:00.000 GMT+0900,170.694,170.712,169.495,169.497,35476.02
14.01.2016 07:00:00.000 GMT+0900,169.498,169.699,168.833,169.196,32920.82
14.01.2016 11:00:00.000 GMT+0900,169.196,169.506,168.905,169.385,29557.58
14.01.2016 15:00:00.000 GMT+0900,169.385,170.335,169.339,169.458,49075.52
14.01.2016 19:00:00.000 GMT+0900,169.46,169.894,169.004,169.555,54903.11
14.01.2016 23:00:00.000 GMT+0900,169.554,170.33,169.249,170.221,64420.17
15.01.2016 03:00:00.000 GMT+0900,170.221,170.515,169.989,170.128,27601.9
15.01.2016 07:00:00.000 GMT+0900,170.133,170.565,169.852,170.097,26980.97
15.01.2016 11:00:00.000 GMT+0900,170.095,170.147,169.402,169.736,32354.67
15.01.2016 15:00:00.000 GMT+0900,169.738,169.915,168.184,168.767,54143.39
15.01.2016 19:00:00.000 GMT+0900,168.767,168.814,167.203,167.698,57225.73
15.01.2016 23:00:00.000 GMT+0900,167.699,168.219,166.242,166.694,71978.92
16.01.2016 03:00:00.000 GMT+0900,166.694,166.933,166.43,166.738,29160.31
16.01.2016 07:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
16.01.2016 11:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
16.01.2016 15:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
16.01.2016 19:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
16.01.2016 23:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
17.01.2016 03:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
17.01.2016 07:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
17.01.2016 11:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
17.01.2016 15:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
17.01.2016 19:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
17.01.2016 23:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
18.01.2016 03:00:00.000 GMT+0900,166.738,166.738,166.738,166.738,0.0
18.01.2016 07:00:00.000 GMT+0900,166.534,167.464,166.383,167.337,32580.91
18.01.2016 11:00:00.000 GMT+0900,167.337,167.544,167.01,167.269,30366.66
18.01.2016 15:00:00.000 GMT+0900,167.269,168.153,166.764,167.682,53718.25
18.01.2016 19:00:00.000 GMT+0900,167.682,167.993,167.369,167.561,47111.61
18.01.2016 23:00:00.000 GMT+0900,167.561,167.731,167.336,167.372,32871.49
19.01.2016 03:00:00.000 GMT+0900,167.372,167.421,166.959,167.045,10562.73
19.01.2016 07:00:00.000 GMT+0900,167.068,167.803,167.037,167.577,24585.44
19.01.2016 11:00:00.000 GMT+0900,167.571,168.096,166.938,167.989,33099.48
19.01.2016 15:00:00.000 GMT+0900,167.988,169.097,167.98,168.69,45759.82
19.01.2016 19:00:00.000 GMT+0900,168.691,169.064,167.383,167.64,51478.0
19.01.2016 23:00:00.000 GMT+0900,167.64,167.666,166.337,166.596,61479.11
20.01.2016 03:00:00.000 GMT+0900,166.598,166.856,166.388,166.528,31734.77
20.01.2016 07:00:00.000 GMT+0900,166.499,166.82,165.683,165.913,30111.09
20.01.2016 11:00:00.000 GMT+0900,165.913,166.123,165.33,165.377,36495.24
20.01.2016 15:00:00.000 GMT+0900,165.377,165.533,163.978,165.533,65824.13
20.01.2016 19:00:00.000 GMT+0900,165.533,165.839,164.72,165.611,64207.22
20.01.2016 23:00:00.000 GMT+0900,165.614,165.8,164.749,165.196,69388.62
21.01.2016 03:00:00.000 GMT+0900,165.196,166.049,164.907,165.913,39432.5
21.01.2016 07:00:00.000 GMT+0900,165.907,166.79,165.827,166.541,35760.99
21.01.2016 11:00:00.000 GMT+0900,166.544,166.59,165.629,165.696,42776.25
21.01.2016 15:00:00.000 GMT+0900,165.698,166.036,164.857,165.829,61471.97
21.01.2016 19:00:00.000 GMT+0900,165.829,165.964,164.454,164.992,73720.32
21.01.2016 23:00:00.000 GMT+0900,164.994,167.347,164.69,167.184,79774.04
22.01.2016 03:00:00.000 GMT+0900,167.184,167.721,166.608,167.347,43089.63
22.01.2016 07:00:00.000 GMT+0900,167.347,167.805,167.109,167.136,33514.11
22.01.2016 11:00:00.000 GMT+0900,167.136,168.048,167.074,167.973,36553.93
22.01.2016 15:00:00.000 GMT+0900,167.97,169.09,167.787,168.781,54951.81
22.01.2016 19:00:00.000 GMT+0900,168.782,169.531,168.333,169.128,53526.52
22.01.2016 23:00:00.000 GMT+0900,169.128,170.361,169.031,169.413,58747.13
23.01.2016 03:00:00.000 GMT+0900,169.413,169.909,169.335,169.398,24771.19
23.01.2016 07:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
23.01.2016 11:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
23.01.2016 15:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
23.01.2016 19:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
23.01.2016 23:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
24.01.2016 03:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
24.01.2016 07:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
24.01.2016 11:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
24.01.2016 15:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
24.01.2016 19:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
24.01.2016 23:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
25.01.2016 03:00:00.000 GMT+0900,169.398,169.398,169.398,169.398,0.0
25.01.2016 07:00:00.000 GMT+0900,169.283,169.584,168.927,169.547,25930.75
25.01.2016 11:00:00.000 GMT+0900,169.554,170.007,169.504,169.703,28433.08
25.01.2016 15:00:00.000 GMT+0900,169.706,169.989,168.308,168.818,48554.05
25.01.2016 19:00:00.000 GMT+0900,168.818,169.262,168.348,168.65,50663.64
25.01.2016 23:00:00.000 GMT+0900,168.654,169.349,168.645,168.864,61030.95
26.01.2016 03:00:00.000 GMT+0900,168.864,169.03,168.521,168.542,22662.05
26.01.2016 07:00:00.000 GMT+0900,168.538,168.664,167.777,168.037,27768.21
26.01.2016 11:00:00.000 GMT+0900,168.035,168.426,167.816,167.93,26770.88
26.01.2016 15:00:00.000 GMT+0900,167.928,168.047,166.975,168.02,54421.91
26.01.2016 19:00:00.000 GMT+0900,168.019,169.002,167.729,168.942,59489.77
26.01.2016 23:00:00.000 GMT+0900,168.94,170.27,168.732,170.134,59881.84
27.01.2016 03:00:00.000 GMT+0900,170.134,170.201,169.889,169.915,23237.92
27.01.2016 07:00:00.000 GMT+0900,169.904,169.955,169.343,169.435,24761.08
27.01.2016 11:00:00.000 GMT+0900,169.434,169.888,169.287,169.717,30347.9
27.01.2016 15:00:00.000 GMT+0900,169.716,170.007,168.972,169.096,50168.39
27.01.2016 19:00:00.000 GMT+0900,169.1,170.025,168.767,169.791,44893.82
27.01.2016 23:00:00.000 GMT+0900,169.791,169.861,168.56,169.65,60328.09
28.01.2016 03:00:00.000 GMT+0900,169.648,169.946,168.691,168.877,46654.8
28.01.2016 07:00:00.000 GMT+0900,168.868,169.482,168.673,169.476,31434.7
28.01.2016 11:00:00.000 GMT+0900,169.476,169.558,168.852,168.964,32330.43
28.01.2016 15:00:00.000 GMT+0900,168.962,170.219,168.813,170.031,49625.97
28.01.2016 19:00:00.000 GMT+0900,170.035,170.574,169.578,170.453,51965.25
28.01.2016 23:00:00.000 GMT+0900,170.45,171.147,170.147,170.668,59280.99
29.01.2016 03:00:00.000 GMT+0900,170.666,170.866,170.442,170.582,29003.76
29.01.2016 07:00:00.000 GMT+0900,170.584,170.828,170.14,170.217,25920.24
29.01.2016 11:00:00.000 GMT+0900,170.219,174.093,170.088,173.506,63936.66
29.01.2016 15:00:00.000 GMT+0900,173.518,174.17,173.217,173.394,63084.53
29.01.2016 19:00:00.000 GMT+0900,173.394,173.555,172.386,172.741,51464.99
29.01.2016 23:00:00.000 GMT+0900,172.744,173.541,171.271,172.008,59482.79
30.01.2016 03:00:00.000 GMT+0900,172.002,172.539,171.825,172.482,24413.45
30.01.2016 07:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
30.01.2016 11:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
30.01.2016 15:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
30.01.2016 19:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
30.01.2016 23:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
31.01.2016 03:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
31.01.2016 07:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
31.01.2016 11:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
31.01.2016 15:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
31.01.2016 19:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
31.01.2016 23:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
01.02.2016 03:00:00.000 GMT+0900,172.482,172.482,172.482,172.482,0.0
01.02.2016 07:00:00.000 GMT+0900,172.902,173.072,172.416,172.828,28964.75
01.02.2016 11:00:00.000 GMT+0900,172.826,173.165,172.745,173.089,25652.84
01.02.2016 15:00:00.000 GMT+0900,173.095,173.531,172.595,172.595,43096.59
01.02.2016 19:00:00.000 GMT+0900,172.595,173.498,172.586,173.286,51017.43
01.02.2016 23:00:00.000 GMT+0900,173.286,174.155,172.997,174.116,57554.97
02.02.2016 03:00:00.000 GMT+0900,174.117,175.015,174.086,174.58,29960.67
02.02.2016 07:00:00.000 GMT+0900,174.58,174.677,174.211,174.253,27399.93
02.02.2016 11:00:00.000 GMT+0900,174.253,174.466,173.141,173.378,35458.24
02.02.2016 15:00:00.000 GMT+0900,173.381,173.858,172.933,173.304,49113.26
02.02.2016 19:00:00.000 GMT+0900,173.304,174.508,173.157,173.278,47709.55
02.02.2016 23:00:00.000 GMT+0900,173.285,173.651,172.748,173.152,58911.73
03.02.2016 03:00:00.000 GMT+0900,173.152,173.331,172.757,172.833,33121.48
03.02.2016 07:00:00.000 GMT+0900,172.839,172.907,172.071,172.322,35101.63
03.02.2016 11:00:00.000 GMT+0900,172.321,172.594,171.96,172.342,35729.87
03.02.2016 15:00:00.000 GMT+0900,172.342,173.214,172.188,172.787,49979.7
03.02.2016 19:00:00.000 GMT+0900,172.789,173.548,172.404,173.297,58813.46
03.02.2016 23:00:00.000 GMT+0900,173.305,173.748,171.038,171.661,82631.6
04.02.2016 03:00:00.000 GMT+0900,171.661,172.206,171.052,172.099,49438.09
04.02.2016 07:00:00.000 GMT+0900,172.101,172.469,171.739,172.136,40808.05
04.02.2016 11:00:00.000 GMT+0900,172.137,172.261,171.702,171.792,34885.57
04.02.2016 15:00:00.000 GMT+0900,171.792,172.466,171.683,172.34,56488.43
04.02.2016 19:00:00.000 GMT+0900,172.342,172.459,170.707,171.119,68292.36
04.02.2016 23:00:00.000 GMT+0900,171.119,171.267,170.025,170.396,73853.88
05.02.2016 03:00:00.000 GMT+0900,170.396,170.612,170.1,170.336,34892.05
05.02.2016 07:00:00.000 GMT+0900,170.337,170.532,170.13,170.343,33118.18
05.02.2016 11:00:00.000 GMT+0900,170.342,170.413,169.796,170.073,33062.57
05.02.2016 15:00:00.000 GMT+0900,170.072,170.25,169.486,170.015,46631.33
05.02.2016 19:00:00.000 GMT+0900,170.013,170.198,169.289,169.444,52554.18
05.02.2016 23:00:00.000 GMT+0900,169.439,170.033,169.034,169.161,73901.17
06.02.2016 03:00:00.000 GMT+0900,169.16,169.683,168.98,169.387,29434.28
06.02.2016 07:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
06.02.2016 11:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
06.02.2016 15:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
06.02.2016 19:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
06.02.2016 23:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
07.02.2016 03:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
07.02.2016 07:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
07.02.2016 11:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
07.02.2016 15:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
07.02.2016 19:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
07.02.2016 23:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
08.02.2016 03:00:00.000 GMT+0900,169.387,169.387,169.387,169.387,0.0
08.02.2016 07:00:00.000 GMT+0900,169.348,170.173,169.255,170.095,28421.39
08.02.2016 11:00:00.000 GMT+0900,170.098,170.546,169.957,170.427,23861.73
08.02.2016 15:00:00.000 GMT+0900,170.43,170.628,169.274,169.353,48738.18
08.02.2016 19:00:00.000 GMT+0900,169.353,169.397,166.952,167.614,60809.75
08.02.2016 23:00:00.000 GMT+0900,167.612,167.709,165.968,166.679,79813.39
09.02.2016 03:00:00.000 GMT+0900,166.678,167.191,166.314,167.173,40827.12
09.02.2016 07:00:00.000 GMT+0900,167.173,167.213,165.772,166.254,44195.87
09.02.2016 11:00:00.000 GMT+0900,166.255,166.258,164.803,165.544,53668.62
09.02.2016 15:00:00.000 GMT+0900,165.544,166.865,165.082,166.415,67250.21
09.02.2016 19:00:00.000 GMT+0900,166.415,167.141,164.629,164.647,75794.44
09.02.2016 23:00:00.000 GMT+0900,164.647,166.907,164.548,166.332,93664.25
10.02.2016 03:00:00.000 GMT+0900,166.332,166.636,165.826,166.576,41993.61
10.02.2016 07:00:00.000 GMT+0900,166.547,166.723,165.275,165.624,42320.65
10.02.2016 11:00:00.000 GMT+0900,165.626,166.509,165.342,165.734,51838.93
10.02.2016 15:00:00.000 GMT+0900,165.741,166.746,165.741,166.557,59685.28
10.02.2016 19:00:00.000 GMT+0900,166.559,167.637,166.476,166.688,63104.5
10.02.2016 23:00:00.000 GMT+0900,166.688,166.789,164.506,165.295,94908.81
11.02.2016 03:00:00.000 GMT+0900,165.292,165.493,164.415,164.548,49244.47
11.02.2016 07:00:00.000 GMT+0900,164.548,165.082,163.837,164.191,41685.87
11.02.2016 11:00:00.000 GMT+0900,164.191,164.4,163.592,163.774,32699.99
11.02.2016 15:00:00.000 GMT+0900,163.775,163.856,159.804,160.999,73324.12
11.02.2016 19:00:00.000 GMT+0900,160.994,163.122,160.139,162.114,86389.37
11.02.2016 23:00:00.000 GMT+0900,162.119,162.657,161.259,161.961,92246.54
12.02.2016 03:00:00.000 GMT+0900,161.968,162.882,161.571,162.731,58918.09
12.02.2016 07:00:00.000 GMT+0900,162.711,163.158,162.019,162.718,38309.5
12.02.2016 11:00:00.000 GMT+0900,162.718,163.527,162.138,162.587,47035.65
12.02.2016 15:00:00.000 GMT+0900,162.586,163.878,161.674,163.587,68741.98
12.02.2016 19:00:00.000 GMT+0900,163.583,164.048,163.349,163.493,59968.26
12.02.2016 23:00:00.000 GMT+0900,163.49,163.942,162.853,163.853,72043.21
13.02.2016 03:00:00.000 GMT+0900,163.857,164.767,163.838,164.168,33546.4
13.02.2016 07:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
13.02.2016 11:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
13.02.2016 15:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
13.02.2016 19:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
13.02.2016 23:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
14.02.2016 03:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
14.02.2016 07:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
14.02.2016 11:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
14.02.2016 15:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
14.02.2016 19:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
14.02.2016 23:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
15.02.2016 03:00:00.000 GMT+0900,164.168,164.168,164.168,164.168,0.0
15.02.2016 07:00:00.000 GMT+0900,164.362,165.075,164.227,164.889,43314.36
15.02.2016 11:00:00.000 GMT+0900,164.89,165.63,164.657,165.519,38892.58
15.02.2016 15:00:00.000 GMT+0900,165.519,165.754,164.64,164.879,58640.68
15.02.2016 19:00:00.000 GMT+0900,164.879,165.371,164.767,165.205,45715.16
15.02.2016 23:00:00.000 GMT+0900,165.207,165.593,165.098,165.572,45268.96
16.02.2016 03:00:00.000 GMT+0900,165.577,165.643,165.295,165.352,15401.91
16.02.2016 07:00:00.000 GMT+0900,165.361,165.711,165.108,165.583,33438.34
16.02.2016 11:00:00.000 GMT+0900,165.583,165.826,165.188,165.248,31676.52
16.02.2016 15:00:00.000 GMT+0900,165.251,166.082,164.614,164.674,56947.95
16.02.2016 19:00:00.000 GMT+0900,164.674,164.705,163.109,163.362,58618.89
16.02.2016 23:00:00.000 GMT+0900,163.363,163.549,162.434,162.898,62774.07
17.02.2016 03:00:00.000 GMT+0900,162.894,163.232,162.627,163.128,22564.77
17.02.2016 07:00:00.000 GMT+0900,163.118,163.553,162.818,163.063,30455.48
17.02.2016 11:00:00.000 GMT+0900,163.062,163.212,162.342,162.806,38031.7
17.02.2016 15:00:00.000 GMT+0900,162.809,163.308,161.563,163.249,58815.81
17.02.2016 19:00:00.000 GMT+0900,163.25,163.75,162.9,163.154,55315.87
17.02.2016 23:00:00.000 GMT+0900,163.148,163.878,162.615,163.473,66060.51
18.02.2016 03:00:00.000 GMT+0900,163.467,163.482,162.453,163.033,36712.57
18.02.2016 07:00:00.000 GMT+0900,163.021,163.247,162.629,162.812,33279.89
18.02.2016 11:00:00.000 GMT+0900,162.813,163.191,162.692,162.873,29621.84
18.02.2016 15:00:00.000 GMT+0900,162.872,163.075,162.213,162.72,48025.4
18.02.2016 19:00:00.000 GMT+0900,162.719,163.965,162.699,163.701,51137.81
18.02.2016 23:00:00.000 GMT+0900,163.693,163.775,162.508,162.695,60452.38
19.02.2016 03:00:00.000 GMT+0900,162.695,162.889,162.041,162.291,30822.38
19.02.2016 07:00:00.000 GMT+0900,162.304,162.503,161.327,161.412,31391.38
19.02.2016 11:00:00.000 GMT+0900,161.413,162.164,161.347,162.041,31003.27
19.02.2016 15:00:00.000 GMT+0900,162.041,162.298,161.042,161.404,50783.52
19.02.2016 19:00:00.000 GMT+0900,161.404,161.735,160.921,161.169,59483.68
19.02.2016 23:00:00.000 GMT+0900,161.167,161.555,160.728,161.393,62171.35
20.02.2016 03:00:00.000 GMT+0900,161.395,162.163,161.318,162.116,25993.07
20.02.2016 07:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
20.02.2016 11:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
20.02.2016 15:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
20.02.2016 19:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
20.02.2016 23:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
21.02.2016 03:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
21.02.2016 07:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
21.02.2016 11:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
21.02.2016 15:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
21.02.2016 19:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
21.02.2016 23:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
22.02.2016 03:00:00.000 GMT+0900,162.116,162.116,162.116,162.116,0.0
22.02.2016 07:00:00.000 GMT+0900,160.538,161.559,160.349,161.08,34351.76
22.02.2016 11:00:00.000 GMT+0900,161.086,161.415,160.954,161.289,29528.87
22.02.2016 15:00:00.000 GMT+0900,161.294,161.347,159.634,160.286,52098.58
22.02.2016 19:00:00.000 GMT+0900,160.285,160.526,159.135,159.293,48482.6
22.02.2016 23:00:00.000 GMT+0900,159.293,160.324,159.248,160.114,48876.12
23.02.2016 03:00:00.000 GMT+0900,160.117,160.189,159.546,159.732,28107.87
23.02.2016 07:00:00.000 GMT+0900,159.653,159.917,158.319,158.519,34534.59
23.02.2016 11:00:00.000 GMT+0900,158.521,158.871,157.981,158.762,39280.33
23.02.2016 15:00:00.000 GMT+0900,158.763,158.763,157.79,158.144,50162.31
23.02.2016 19:00:00.000 GMT+0900,158.143,158.447,157.622,158.412,45279.46
23.02.2016 23:00:00.000 GMT+0900,158.412,158.46,157.177,157.353,54241.62
24.02.2016 03:00:00.000 GMT+0900,157.353,157.368,156.962,157.177,24069.34
24.02.2016 07:00:00.000 GMT+0900,157.166,157.236,156.334,156.625,31158.81
24.02.2016 11:00:00.000 GMT+0900,156.626,156.637,155.994,156.225,35082.46
24.02.2016 15:00:00.000 GMT+0900,156.224,157.308,155.634,155.959,50124.93
24.02.2016 19:00:00.000 GMT+0900,155.961,155.969,155.105,155.798,50539.88
24.02.2016 23:00:00.000 GMT+0900,155.796,155.924,154.717,155.117,61454.03
25.02.2016 03:00:00.000 GMT+0900,155.12,156.308,155.014,156.196,38126.75
25.02.2016 07:00:00.000 GMT+0900,156.19,156.364,155.808,156.133,32632.12
25.02.2016 11:00:00.000 GMT+0900,156.134,157.118,156.073,156.784,30908.51
25.02.2016 15:00:00.000 GMT+0900,156.784,156.885,155.779,156.144,53492.03
25.02.2016 19:00:00.000 GMT+0900,156.144,157.475,155.881,157.312,52503.35
25.02.2016 23:00:00.000 GMT+0900,157.314,157.661,156.589,157.183,56533.96
26.02.2016 03:00:00.000 GMT+0900,157.183,157.901,157.164,157.737,28815.35
26.02.2016 07:00:00.000 GMT+0900,157.73,158.174,157.553,157.785,31028.58
26.02.2016 11:00:00.000 GMT+0900,157.785,158.134,157.203,157.203,32074.04
26.02.2016 15:00:00.000 GMT+0900,157.208,158.555,157.208,158.393,41438.01
26.02.2016 19:00:00.000 GMT+0900,158.393,158.546,157.238,158.386,49043.67
26.02.2016 23:00:00.000 GMT+0900,158.384,158.448,157.568,158.069,60143.11
27.02.2016 03:00:00.000 GMT+0900,158.069,158.133,157.739,158.046,29774.77
27.02.2016 07:00:00.000 GMT+0900,158.046,158.046,158.046,158.046,0.0
